Cam,Жираф,8,Малая Медведица,Дракон,Большая Медведица,Рысь,Возничий,Персей,Кассиопея,Цефей
Gru,Журавль,6,Южная Рыба,Скульптор,Феникс,Тукан,Индеец,Микроскоп
Lep,Заяц,6,Орион,Единорог,Большой Пёс,Голубь,Резец,Эридан
Oph,Змееносец,6,Змея,Орёл,Стрелец,Скорпион,Весы,Геркулес
Ser,Змея,9,Северная Корона,Волопас,Дева,Весы,Змееносец,Геркулес,Орёл,Стрелец,Щит
Dor,Золотая Рыба,7,Живописец,Летучая Рыба,Столовая Гора,Южная Гидра,Сетка,Часы,Резец
Ind,Индеец,6,Павлин,Октант,Тукан,Журавль,Микроскоп,Телескоп
Cas,Кассиопея,5,Жираф,Цефей,Ящерица,Андромеда,Персей
Car,Киль,7,Летучая Рыба,Хамелеон,Центавр,Муха,Паруса,Корма,Живописец
Cet,Кит,7,Телец,Эридан,Овен,Рыбы,Водолей,Печь,Скульптор
Cap,Козерог,5,Водолей,Орёл,Стрелец,Микроскоп,Южная Рыба
Pyx,Компас,4,Гидра,Корма,Насос,Паруса
Pup,Корма,8,Единорог,Компас,Паруса,Киль,Живописец,Голубь,Большой Пёс,Гидра
Cyg,Лебедь,6,Цефей,Дракон,Лира,Лисичка,Пегас,Ящерица
Leo,Лев,8,Большая Медведица,Малый Лев,Волосы Вероники,Дева,Чаша,Гидра,Рак,Секстант
Vol,Летучая Рыба,5,Киль,Живописец,Золотая Рыба,Столовая Гора,Хамелеон
Lyr,Лира,4,Дракон,Геркулес,Лисичка,Лебедь
Vul,Лисичка,6,Лебедь,Лира,Геркулес,Стрела,Дельфин,Пегас
UMi,Малая Медведица,3,Цефей,Дракон,Жираф
Equ,Малый Конь,3,Пегас,Дельфин,Водолей
LMi,Малый Лев,3,Большая Медведица,Рысь,Лев
CMi,Малый Пёс,4,Единорог,Близнецы,Рак,Гидра
Mic,Микроскоп,5,Козерог,Стрелец,Индеец,Южная Рыба,Журавль
Mus,Муха,6,Южный Крест,Центавр,Циркуль,Райская Птица,Хамелеон,Киль
Ant,Насос,4,Гидра,Компас,Паруса,Центавр
Nor,Наугольник,5,Скорпион,Волк,Циркуль,Южный Треугольник,Жертвенник
Ari,Овен,5,Персей,Треугольник,Рыбы,Кит,Телец
Oct,Октант,7,Хамелеон,Райская Птица,Павлин,Индеец,Тукан,Южная Гидра,Столовая Гора
Aql,Орёл,9,Стрела,Геркулес,Змееносец,Змея,Щит,Стрелец,Козерог,Водолей,Дельфин
Ori,Орион,5,Близнецы,Телец,Эридан,Заяц,Единорог
Pav,Павлин,5,Октант,Райская Птица,Жертвенник,Индеец,Телескоп
Vel,Паруса,5,Насос,Компас,Корма,Киль,Центавр
Peg,Пегас,8,Андромеда,Ящерица,Лебедь,Лисичка,Дельфин,Малый Конь,Водолей,Рыбы
Per,Персей,7,Кассиопея,Андромеда,Треугольник,Овен,Телец,Возничий,Жираф
For,Печь,4,Кит,Скульптор,Феникс,Эридан
Aps,Райская Птица,7,Южный Треугольник,Циркуль,Муха,Хамелеон,Октант,Павлин,Жертвенник
Cnc,Рак,5,Рысь,Близнецы,Малый Пёс,Гидра,Лев
Cae,Резец,6,Голубь,Заяц,Эридан,Часы,Золотая Рыба,Живописец
Psc,Рыбы,6,Овен,Треугольник,Кит,Андромеда,Пегас,Водолей
Lyn,Рысь,6,Большая Медведица,Жираф,Возничий,Близнецы,Рак,Малый Лев
CrB,Северная Корона,3,Геркулес,Волопас,Змея
Sex,Секстант,3,Лев,Гидра,Чаша
Ret,Сетка,3,Южная Гидра,Часы,Золотая Рыба
Sco,Скорпион,7,Стрелец,Змееносец,Весы,Волк,Южная Корона,Жертвенник,Наугольник
Scl,Скульптор,6,Кит,Водолей,Южная Рыба,Феникс,Печь,Журавль
Men,Столовая Гора,5,Хамелеон,Золотая Рыба,Южная Гидра,Октант,Летучая Рыба
Sge,Стрела,4,Лисичка,Геркулес,Орёл,Дельфин
Sgr,Стрелец,9,Орёл,Щит,Змея,Змееносец,Скорпион,Южная Корона,Телескоп,Микроскоп,Козерог
Tel,Телескоп,5,Жертвенник,Южная Корона,Индеец,Павлин,Стрелец
Tau,Телец,7,Возничий,Персей,Овен,Кит,Эридан,Орион,Близнецы
Tri,Треугольник,4,Персей,Андромеда,Рыбы,Овен
Tuc,Тукан,5,Журавль,Индеец,Октант,Южная Гидра,Феникс
Phe,Феникс,5,Скульптор,Журавль,Тукан,Эридан,Печь
Cha,Хамелеон,6,Муха,Киль,Летучая Рыба,Столовая Гора,Октант,Райская Птица
Cen,Центавр,8,Насос,Киль,Циркуль,Южный Крест,Гидра,Волк,Муха,Паруса
Cep,Цефей,6,Малая Медведица,Дракон,Лебедь,Ящерица,Кассиопея,Жираф
Cir,Циркуль,6,Центавр,Муха,Райская Птица,Южный Треугольник,Наугольник,Волк
Hor,Часы,5,Эридан,Южная Гидра,Сетка,Золотая Рыба,Резец
Crt,Чаша,5,Лев,Секстант,Гидра,Ворон,Дева
Sct,Щит,3,Орёл,Стрелец,Змея
Eri,Эридан,9,Орион,Телец,Кит,Заяц,Печь,Феникс,Южная Гидра,Часы,Резец
Hyi,Южная Гидра,7,Золотая Рыба,Эридан,Часы,Столовая Гора,Октант,Сетка,Тукан
CrA,Южная Корона,4,Скорпион,Стрелец,Телескоп,Жертвенник
PsA,Южная Рыба,5,Козерог,Микроскоп,Скульптор,Водолей,Журавль
Cru,Южный Крест,2,Центавр,Муха
TrA,Южный Треугольник,4,Наугольник,Жертвенник,Циркуль,Райская Птица
Lac,Ящерица,5,Андромеда,Кассиопея,Цефей,Лебедь,Пегас
