And,Андромеда,6,Персей,Кассиопея,Ящерица,Пегас,Рыбы,Треугольник
Gem,Близнецы,7,Рак,Малый Пёс,Единорог,Орион,Телец,Возничий,Рысь
UMa,Большая Медведица,8,Дракон,Жираф,Рысь,Малый Лев,Лев,Волосы Вероники,Гончие Псы,Волопас
CMa,Большой Пёс,4,Единорог,Заяц,Голубь,Корма
Lib,Весы,6,Змея,Змееносец,Скорпион,Волк,Гидра,Дева
Aqr,Водолей,9,Рыбы,Пегас,Малый Конь,Дельфин,Орёл,Козерог,Южная Рыба,Скульптор,Кит
Aur,Возничий,5,Жираф,Персей,Телец,Близнецы,Рысь
Lup,Волк,6,Наугольник,Скорпион,Циркуль,Центавр,Весы,Гидра
Boo,Волопас,8,Гончие Псы,Волосы Вероники,Северная Корона,Дракон,Геркулес,Змея,Дева,Большая Медведица
Com,Волосы Вероники,5,Гончие Псы,Большая Медведица,Лев,Дева,Волопас
Crv,Ворон,3,Дева,Гидра,Чаша
Her,Геркулес,9,Дракон,Волопас,Северная Корона,Змея,Змееносец,Орёл,Стрела,Лисичка,Лира
Hya,Гидра,13,Дева,Чаша,Ворон,Секстант,Лев,Рак,Малый Пёс,Единорог,Корма,Компас,Насос,Центавр,Весы
Col,Голубь,5,Большой Пёс,Заяц,Резец,Живописец,Корма
CVn,Гончие Псы,3,Большая Медведица,Волосы Вероники,Волопас
Vir,Дева,8,Волосы Вероники,Волопас,Змея,Весы,Гидра,Лев,Чаша,Ворон
Del,Дельфин,6,Лисичка,Стрела,Орёл,Водолей,Малый Конь,Пегас
Dra,Дракон,8,Волопас,Геркулес,Лира,Лебедь,Цефей,Малая Медведица,Жираф,Большая Медведица
Mon,Единорог,7,Орион,Близнецы,Малый Пёс,Гидра,Корма,Большой Пёс,Заяц
Ara,Жертвенник,7,Южная Корона,Скорпион,Наугольник,Южный Треугольник,Райская Птица,Павлин,Телескоп
Pic,Живописец,6,Резец,Киль,Голубь,Золотая Рыба,Корма,Летучая Рыба
